time,temperature
0.0015189647674560547,130.0
0.33626461029052734,128.0
0.6720378398895264,129.0
0.9775006771087646,127.0
1.3015477657318115,125.0
1.6353943347930908,125.0
1.938615322113037,129.0
2.29183030128479,128.0
2.636535406112671,128.0
2.9597866535186768,131.0
3.283806085586548,131.0
3.5993008613586426,129.0
3.9241693019866943,131.0
4.227266550064087,134.0
4.534854173660278,136.0
4.839663028717041,138.0
5.146039724349976,140.0
5.453095197677612,143.0
5.759052753448486,147.0
6.065545320510864,147.0
6.371331214904785,145.0
6.679522514343262,145.0
6.985570192337036,143.0
7.2929229736328125,144.0
7.599797248840332,144.0
7.904928684234619,143.0
8.210483312606812,146.0
