time,temperature
0.0022554397583007812,3.0
0.32845401763916016,1.0
0.6610977649688721,-1.0
0.992377519607544,2.0
1.3447065353393555,1.0
1.6452059745788574,4.0
1.9639363288879395,8.0
2.3158605098724365,8.0
2.634329319000244,7.0
2.9353678226470947,8.0
3.2621476650238037,10.0
3.581557035446167,8.0
3.8852763175964355,12.0
4.2457275390625,10.0
4.546619176864624,9.0
4.867274761199951,11.0
5.217613458633423,10.0
5.56031060218811,13.0
5.909917831420898,14.0
6.226255893707275,18.0
6.579623460769653,21.0
