time,temperature
0.004142045974731445,24.0
0.3030068874359131,26.0
0.6028470993041992,29.0
0.9000699520111084,33.0
1.198887825012207,31.0
1.5084803104400635,29.0
1.809192180633545,28.0
2.109252452850342,27.0
2.427407741546631,28.0
2.73134446144104,29.0
3.032254457473755,30.0
3.331853151321411,32.0
3.631216049194336,33.0
3.942838668823242,37.0
4.244390487670898,41.0
4.5456931591033936,39.0
4.853852987289429,43.0
5.1528613567352295,42.0
5.469303846359253,45.0
5.769646883010864,43.0
6.070257902145386,41.0
6.3813230991363525,39.0
6.681525230407715,43.0
6.979419708251953,46.0
7.278560161590576,48.0
7.581044435501099,47.0
7.888891220092773,47.0
8.194889068603516,46.0
8.516310214996338,48.0
8.826817512512207,48.0
9.15867805480957,49.0
9.456676244735718,51.0
9.755674839019775,50.0
10.090826749801636,52.0
10.38913106918335,56.0
10.718477249145508,60.0
11.017970323562622,62.0
11.343761920928955,64.0
11.650344848632812,65.0
11.951593399047852,67.0
12.252018928527832,66.0
12.552906036376953,69.0
12.853841066360474,69.0
13.161637783050537,73.0
13.469398975372314,71.0
13.770268201828003,71.0
14.117696762084961,73.0
14.424346208572388,76.0
14.72405219078064,76.0
15.024393558502197,80.0
15.329689741134644,81.0
15.651951551437378,83.0
15.97327733039856,82.0
16.27341604232788,83.0
16.578819036483765,86.0
16.89838933944702,87.0
17.229690074920654,86.0
17.53750491142273,84.0
17.836004734039307,84.0
18.13752007484436,84.0
18.43573498725891,85.0
18.735252141952515,84.0
19.037365436553955,87.0
19.34570813179016,91.0
19.64979577064514,91.0
19.94828510284424,89.0
20.255396842956543,88.0
20.553486585617065,92.0
20.86766266822815,95.0
21.194597721099854,95.0
21.493393182754517,98.0
21.82576608657837,101.0
22.126178979873657,105.0
22.425824403762817,108.0
22.741084814071655,112.0
23.067856073379517,110.0
23.369210720062256,114.0
23.66898012161255,114.0
23.982666015625,118.0
24.309291124343872,120.0
24.60867190361023,119.0
24.908896446228027,122.0
25.20961570739746,123.0
25.545042514801025,124.0
25.857435703277588,123.0
26.182523488998413,126.0
26.52989411354065,125.0
26.83092451095581,125.0
27.130219221115112,129.0
27.467824935913086,127.0
27.766987800598145,130.0
28.082008361816406,132.0
28.39338183403015,131.0
28.70046067237854,134.0
29.00870633125305,132.0
29.30911946296692,132.0
29.633277416229248,135.0
29.967052936553955,138.0
30.26603937149048,141.0
30.56644320487976,141.0
30.884246349334717,140.0
31.182611227035522,142.0
31.503231525421143,146.0
31.80164647102356,146.0
32.10236215591431,146.0
32.40281653404236,146.0
32.70398426055908,145.0
33.004823207855225,148.0
33.306012868881226,149.0
33.641499519348145,147.0
33.94074034690857,150.0
34.2425491809845,154.0
34.58572506904602,154.0
34.88604474067688,154.0
35.18612241744995,152.0
35.4997878074646,152.0
35.81563925743103,153.0
36.117000579833984,152.0
36.41759276390076,152.0
36.71741843223572,155.0
37.018176317214966,156.0
37.337578535079956,155.0
37.640620708465576,154.0
37.938896894454956,153.0
38.25370478630066,156.0
38.57904124259949,155.0
38.88355851173401,159.0
39.18114924430847,158.0
39.51955771446228,159.0
39.818623304367065,161.0
40.15490794181824,159.0
40.453864336013794,162.0
40.78609919548035,161.0
41.09092926979065,163.0
41.39054083824158,165.0
41.69382667541504,163.0
41.99339485168457,164.0
42.33731174468994,168.0
42.63732147216797,169.0
42.97101163864136,171.0
43.272995710372925,169.0
43.57405138015747,171.0
43.87545084953308,169.0
44.17672562599182,171.0
44.47798490524292,171.0
44.8246591091156,169.0
45.13745307922363,173.0
45.47283983230591,173.0
45.773664712905884,176.0
