time,temperature
0.0013916492462158203,175.0
0.3183741569519043,179.0
0.6287927627563477,178.0
0.9322173595428467,180.0
1.2346453666687012,179.0
1.5353965759277344,181.0
1.835205316543579,185.0
2.1374495029449463,189.0
2.471360445022583,191.0
2.7746198177337646,189.0
3.092585563659668,187.0
3.4205071926116943,185.0
3.722884178161621,185.0
4.023696422576904,189.0
4.325491666793823,192.0
4.628718137741089,191.0
4.933800935745239,191.0
5.2353315353393555,194.0
5.537384271621704,197.0
5.858773469924927,197.0
6.185603380203247,195.0
6.487842082977295,198.0
6.789625406265259,199.0
7.09225869178772,197.0
7.394598722457886,196.0
7.6989781856536865,194.0
8.0145902633667,196.0
8.343512535095215,194.0
8.653196811676025,192.0
8.951690673828125,191.0
9.252318382263184,194.0
9.552388191223145,197.0
