time,temperature
18.50512194633484,115.0
18.85701060295105,119.0
19.184152126312256,122.0
19.50875163078308,122.0
19.840601444244385,121.0
20.173574924468994,124.0
20.52554178237915,122.0
20.86002802848816,121.0
21.19811487197876,120.0
21.498231887817383,119.0
21.83231210708618,117.0
22.176452159881592,118.0
22.52701163291931,121.0
22.829980850219727,124.0
23.186947107315063,128.0
23.495611667633057,131.0
23.816259622573853,131.0
24.16744375228882,129.0
24.491299867630005,132.0
24.82228374481201,136.0
25.12500524520874,140.0
25.47425413131714,139.0
25.775471925735474,141.0
26.080148220062256,143.0
26.396907567977905,143.0
26.69814157485962,145.0
27.006895780563354,145.0
27.315913200378418,148.0
27.6234712600708,152.0
27.945673942565918,153.0
28.269315719604492,153.0
28.6089084148407,152.0
28.919756174087524,153.0
29.244930744171143,154.0
29.549686670303345,155.0
29.898208379745483,157.0
30.202576398849487,159.0
30.543870449066162,160.0
30.851136684417725,160.0
31.176308155059814,158.0
31.51459574699402,161.0
31.818198680877686,165.0
32.138346672058105,165.0
32.468876123428345,165.0
32.77693223953247,169.0
33.12143921852112,170.0
33.44140911102295,168.0
33.77282404899597,169.0
34.08041429519653,172.0
34.41502356529236,175.0
34.73911452293396,179.0
35.07236409187317,177.0
35.378520011901855,179.0
35.723262786865234,180.0
36.02417516708374,178.0
36.36512613296509,178.0
36.67854928970337,176.0
37.02740216255188,175.0
37.370763301849365,179.0
37.67227816581726,180.0
38.01024603843689,182.0
38.31230664253235,185.0
38.64184927940369,188.0
38.94907808303833,192.0
39.27476453781128,193.0
39.57657313346863,194.0
39.895801067352295,192.0
40.201865673065186,195.0
40.526381731033325,199.0
40.87457990646362,199.0
41.1769540309906,202.0
41.485029220581055,206.0
41.83061623573303,210.0
42.13516926765442,214.0
42.475136518478394,217.0
42.78274464607239,218.0
43.114864349365234,220.0
43.42464327812195,223.0
43.74600529670715,226.0
44.076451778411865,225.0
44.383389711380005,223.0
44.707597970962524,224.0
45.03965663909912,225.0
45.34973669052124,229.0
45.67189049720764,229.0
46.023831605911255,232.0
46.34824085235596,236.0
46.69591808319092,237.0
46.99878787994385,236.0
47.316625356674194,234.0
47.6246280670166,238.0
47.94371724128723,237.0
48.294485092163086,235.0
48.61668086051941,239.0
48.92168951034546,237.0
49.24543380737305,241.0
49.57363510131836,243.0
49.88708996772766,243.0
50.20698285102844,243.0
50.5561203956604,246.0
50.882036209106445,247.0
51.212968587875366,248.0
51.5149245262146,251.0
51.83094120025635,249.0
52.180535078048706,252.0
52.51188659667969,254.0
52.83340048789978,253.0
53.13630533218384,257.0
53.43733859062195,258.0
53.76523518562317,261.0
54.09883904457092,261.0
54.40796613693237,263.0
54.73091459274292,267.0
55.0645637512207,270.0
55.39694166183472,271.0
55.74007225036621,270.0
56.05091691017151,269.0
56.352845430374146,272.0
56.65708684921265,274.0
57.01342988014221,276.0
57.31769847869873,277.0
57.63729500770569,280.0
57.9623646736145,282.0
58.316824197769165,284.0
58.630762338638306,288.0
58.950254678726196,286.0
59.253257513046265,285.0
59.59099340438843,283.0
59.89469027519226,284.0
60.22056746482849,283.0
60.53114295005798,285.0
60.85659313201904,288.0
61.16892194747925,288.0
61.4772686958313,287.0
61.781940937042236,289.0
62.13709330558777,293.0
62.47976779937744,296.0
62.78634476661682,295.0
63.08942914009094,295.0
63.431068658828735,293.0
63.734567642211914,292.0
64.07138681411743,290.0
64.40357613563538,294.0
64.71592569351196,292.0
65.05046343803406,292.0
65.37355041503906,296.0
65.67643690109253,296.0
65.98145747184753,299.0
66.28557324409485,303.0
