time,temperature
8.148454189300537,215.0
8.455435991287231,213.0
8.754721641540527,211.0
9.05016303062439,209.0
9.331298112869263,207.0
9.654428005218506,207.0
9.937849760055542,209.0
10.269263744354248,209.0
10.558107376098633,208.0
10.86318564414978,212.0
11.163897037506104,216.0
11.456416368484497,218.0
11.747437238693237,216.0
12.055949687957764,215.0
12.356756687164307,219.0
12.67526125907898,223.0
12.962674140930176,226.0
13.269044160842896,229.0
13.599083185195923,227.0
13.905065774917603,229.0
14.245864629745483,232.0
14.569467306137085,234.0
14.903692245483398,232.0
15.212098598480225,231.0
15.53512716293335,234.0
15.866374254226685,234.0
16.163182497024536,236.0
16.506504774093628,239.0
16.811883449554443,237.0
17.131684064865112,239.0
17.463016748428345,238.0
17.771560192108154,241.0
18.095388889312744,241.0
18.42832326889038,241.0
18.736619234085083,242.0
19.0833797454834,245.0
19.40618586540222,246.0
19.736048698425293,244.0
20.072238445281982,246.0
20.384647607803345,246.0
20.735015153884888,244.0
21.043145179748535,246.0
21.378424882888794,246.0
21.689860105514526,245.0
22.012919664382935,246.0
22.365955114364624,244.0
22.675135850906372,244.0
23.01588487625122,245.0
23.329265117645264,244.0
23.67952036857605,242.0
24.016297578811646,244.0
24.32351779937744,245.0
24.660682439804077,246.0
24.971033573150635,248.0
25.3253014087677,252.0
25.646342992782593,252.0
25.977172136306763,252.0
26.33490490913391,252.0
26.661041975021362,253.0
26.995444297790527,253.0
27.355860948562622,254.0
27.672127962112427,255.0
28.01120138168335,258.0
28.330556392669678,259.0
28.687225818634033,261.0
29.010509729385376,263.0
29.37579655647278,265.0
29.723421335220337,267.0
30.053143978118896,267.0
30.421191453933716,268.0
30.749326944351196,268.0
31.084930181503296,272.0
31.418277263641357,271.0
31.781786680221558,273.0
32.14696764945984,271.0
32.5151584148407,270.0
32.89790868759155,268.0
33.272579193115234,272.0
33.63772654533386,274.0
34.00831699371338,275.0
34.39076781272888,277.0
34.763689041137695,281.0
35.158719301223755,284.0
35.541969537734985,287.0
35.904398679733276,289.0
36.266810178756714,288.0
36.61890912055969,291.0
36.99015736579895,290.0
37.37831687927246,291.0
37.73496127128601,289.0
38.131481885910034,290.0
38.51820778846741,288.0
38.88038945198059,289.0
39.231926918029785,291.0
39.58523893356323,290.0
39.96831035614014,293.0
40.3266658782959,294.0
40.73538565635681,293.0
41.090080976486206,295.0
41.4488570690155,294.0
41.843528747558594,293.0
42.21532845497131,294.0
42.59944486618042,292.0
42.99111366271973,291.0
43.35303092002869,293.0
43.73502469062805,296.0
44.12112617492676,295.0
44.47828769683838,296.0
44.86390805244446,299.0
45.285534620285034,298.0
45.69534707069397,301.0
46.08826231956482,301.0
46.457390785217285,305.0
46.854546785354614,305.0
47.26897192001343,303.0
47.684688329696655,304.0
48.10089325904846,308.0
48.468640089035034,309.0
48.877235889434814,307.0
